Country,Category,DateTime,Value,Frequency,HistoricalDataSymbol,LastUpdate
Taiwan,Consumer Confidence,2018-04-30T00:00:00,86.89,Monthly,TaiiwanCondence,2018-05-28T17:06:00
Taiwan,Consumer Confidence,2018-05-31T00:00:00,85.61,Monthly,TaiiwanCondence,2018-05-28T17:13:00
Taiwan,Consumer Confidence,2018-06-30T00:00:00,83.82,Monthly,TaiiwanCondence,2018-06-27T02:13:00
Taiwan,Consumer Confidence,2018-07-31T00:00:00,82.38,Monthly,TaiiwanCondence,2018-07-27T02:06:00
Taiwan,Consumer Confidence,2018-08-31T00:00:00,82.56,Monthly,TaiiwanCondence,2018-08-27T02:06:00
Taiwan,Consumer Confidence,2018-09-30T00:00:00,83.47,Monthly,TaiiwanCondence,2018-10-18T14:23:00
Taiwan,Consumer Confidence,2018-10-31T00:00:00,81.95,Monthly,TaiiwanCondence,2018-11-22T11:49:00
Taiwan,Consumer Confidence,2018-11-30T00:00:00,80.13,Monthly,TaiiwanCondence,2018-12-24T04:36:00
Taiwan,Consumer Confidence,2018-12-31T00:00:00,79.74,Monthly,TaiiwanCondence,2019-01-14T14:02:00
Taiwan,Consumer Confidence,2019-01-31T00:00:00,83.63,Monthly,TaiiwanCondence,2019-01-28T02:18:00
Taiwan,Consumer Confidence,2019-02-28T00:00:00,84.69,Monthly,TaiiwanCondence,2019-02-27T02:24:00
Taiwan,Consumer Confidence,2019-03-31T00:00:00,84.36,Monthly,TaiiwanCondence,2019-03-27T02:28:00
Taiwan,Consumer Confidence,2019-04-30T00:00:00,85.33,Monthly,TaiiwanCondence,2019-04-29T02:02:00
