Entity,Code,Date,grocery_and_pharmacy
Liechtenstein,LIE,2020-02-18,-0.75
Liechtenstein,LIE,2020-02-19,0
Liechtenstein,LIE,2020-02-20,-0.333
Liechtenstein,LIE,2020-02-21,-0.714
Liechtenstein,LIE,2020-02-22,-1.571
Liechtenstein,LIE,2020-02-23,-0.429
Liechtenstein,LIE,2020-02-24,-1.286
Liechtenstein,LIE,2020-02-25,-2.571
Liechtenstein,LIE,2020-02-26,-2.714
Liechtenstein,LIE,2020-02-27,-2.857
Liechtenstein,LIE,2020-02-28,-2.714
Liechtenstein,LIE,2020-02-29,-2.714
Liechtenstein,LIE,2020-03-01,-3.857
Liechtenstein,LIE,2020-03-02,-2.429
Liechtenstein,LIE,2020-03-03,-0.143
Liechtenstein,LIE,2020-03-04,0.286
Liechtenstein,LIE,2020-03-05,1
Liechtenstein,LIE,2020-03-06,2.143
Liechtenstein,LIE,2020-03-07,3.286
Liechtenstein,LIE,2020-03-08,4.143
Liechtenstein,LIE,2020-03-09,4.571
Liechtenstein,LIE,2020-03-10,4.571
Liechtenstein,LIE,2020-03-11,4.571
Liechtenstein,LIE,2020-03-12,5.143
Liechtenstein,LIE,2020-03-13,8.286
Liechtenstein,LIE,2020-03-14,8.667
Liechtenstein,LIE,2020-03-15,8.333
Liechtenstein,LIE,2020-03-16,11.167
Liechtenstein,LIE,2020-03-17,11.333
Liechtenstein,LIE,2020-03-18,12.333
Liechtenstein,LIE,2020-03-19,4.667
Liechtenstein,LIE,2020-03-20,1.833
Liechtenstein,LIE,2020-03-21,2.714
Liechtenstein,LIE,2020-03-22,-3.857
Liechtenstein,LIE,2020-03-23,-7.857
Liechtenstein,LIE,2020-03-24,-9.857
Liechtenstein,LIE,2020-03-25,-12.286
Liechtenstein,LIE,2020-03-26,-8
Liechtenstein,LIE,2020-03-27,-9.286
Liechtenstein,LIE,2020-03-28,-8.714
Liechtenstein,LIE,2020-03-29,-5.857
Liechtenstein,LIE,2020-03-30,-7.429
Liechtenstein,LIE,2020-03-31,-6.571
Liechtenstein,LIE,2020-04-01,-6.571
Liechtenstein,LIE,2020-04-02,-6
Liechtenstein,LIE,2020-04-03,-5.857
Liechtenstein,LIE,2020-04-04,-8.833
Liechtenstein,LIE,2020-04-05,-8.167
Liechtenstein,LIE,2020-04-06,-6.4
Liechtenstein,LIE,2020-04-07,-6.75
Liechtenstein,LIE,2020-04-08,-7
Lithuania,LTU,2020-02-17,2
Lithuania,LTU,2020-02-18,2
Lithuania,LTU,2020-02-19,1.6
Lithuania,LTU,2020-02-20,1.667
Lithuania,LTU,2020-02-21,1.571
Lithuania,LTU,2020-02-22,0.714
Lithuania,LTU,2020-02-23,0.714
Lithuania,LTU,2020-02-24,1.429
Lithuania,LTU,2020-02-25,1.429
Lithuania,LTU,2020-02-26,2.143
Lithuania,LTU,2020-02-27,2.571
Lithuania,LTU,2020-02-28,3.571
Lithuania,LTU,2020-02-29,3.857
Lithuania,LTU,2020-03-01,3.429
Lithuania,LTU,2020-03-02,2.571
Lithuania,LTU,2020-03-03,2.429
Lithuania,LTU,2020-03-04,1.857
Lithuania,LTU,2020-03-05,1.286
Lithuania,LTU,2020-03-06,1
Lithuania,LTU,2020-03-07,2
Lithuania,LTU,2020-03-08,4.714
Lithuania,LTU,2020-03-09,5
Lithuania,LTU,2020-03-10,7.286
Lithuania,LTU,2020-03-11,5.714
Lithuania,LTU,2020-03-12,7.143
Lithuania,LTU,2020-03-13,7.571
Lithuania,LTU,2020-03-14,6.714
Lithuania,LTU,2020-03-15,6
Lithuania,LTU,2020-03-16,3.286
Lithuania,LTU,2020-03-17,-2.429
Lithuania,LTU,2020-03-18,-4.857
Lithuania,LTU,2020-03-19,-10.286
Lithuania,LTU,2020-03-20,-13.429
Lithuania,LTU,2020-03-21,-17.143
Lithuania,LTU,2020-03-22,-22.857
Lithuania,LTU,2020-03-23,-23.429
Lithuania,LTU,2020-03-24,-23.429
Lithuania,LTU,2020-03-25,-23.143
Lithuania,LTU,2020-03-26,-23.143
Lithuania,LTU,2020-03-27,-24.571
Lithuania,LTU,2020-03-28,-24.857
Lithuania,LTU,2020-03-29,-26.429
Lithuania,LTU,2020-03-30,-27.429
Lithuania,LTU,2020-03-31,-27.857
Lithuania,LTU,2020-04-01,-28.714
Lithuania,LTU,2020-04-02,-29.143
Lithuania,LTU,2020-04-03,-29.286
Lithuania,LTU,2020-04-04,-29.286
Lithuania,LTU,2020-04-05,-27.571
Lithuania,LTU,2020-04-06,-26.857
Lithuania,LTU,2020-04-07,-25.143
Lithuania,LTU,2020-04-08,-22.429
Lithuania,LTU,2020-04-09,-18.286
Lithuania,LTU,2020-04-10,-14.857
Lithuania,LTU,2020-04-11,-14.143
Lithuania,LTU,2020-04-12,-23.143
Lithuania,LTU,2020-04-13,-27.286
Lithuania,LTU,2020-04-14,-28.714
Lithuania,LTU,2020-04-15,-29.857
Lithuania,LTU,2020-04-16,-32.286
Lithuania,LTU,2020-04-17,-33.714
Lithuania,LTU,2020-04-18,-34
Lithuania,LTU,2020-04-19,-25.857
Lithuania,LTU,2020-04-20,-21.857
Lithuania,LTU,2020-04-21,-21.286
Lithuania,LTU,2020-04-22,-21.143
Lithuania,LTU,2020-04-23,-21.143
Lithuania,LTU,2020-04-24,-21.571
Lithuania,LTU,2020-04-25,-20.429
Lithuania,LTU,2020-04-26,-18.714
Lithuania,LTU,2020-04-27,-17.429
Lithuania,LTU,2020-04-28,-16.429
Lithuania,LTU,2020-04-29,-15.286
Lithuania,LTU,2020-04-30,-12.571
Lithuania,LTU,2020-05-01,-12.857
Lithuania,LTU,2020-05-02,-11.857
Lithuania,LTU,2020-05-03,-8.429
Lithuania,LTU,2020-05-04,-8.571
Lithuania,LTU,2020-05-05,-8.143
Lithuania,LTU,2020-05-06,-7.714
Lithuania,LTU,2020-05-07,-8.857
Lithuania,LTU,2020-05-08,-6.714
Lithuania,LTU,2020-05-09,-5.143
Lithuania,LTU,2020-05-10,-5.143
Lithuania,LTU,2020-05-11,-3.571
Lithuania,LTU,2020-05-12,-2.429
Lithuania,LTU,2020-05-13,-1.857
Lithuania,LTU,2020-05-14,-1
Lithuania,LTU,2020-05-15,0
Lithuania,LTU,2020-05-16,0.714
Lithuania,LTU,2020-05-17,0.714
Lithuania,LTU,2020-05-18,1.714
Lithuania,LTU,2020-05-19,2.571
Lithuania,LTU,2020-05-20,4.286
Lithuania,LTU,2020-05-21,5.286
Lithuania,LTU,2020-05-22,6.286
Lithuania,LTU,2020-05-23,7.429
Lithuania,LTU,2020-05-24,8.286
Lithuania,LTU,2020-05-25,9.429
Lithuania,LTU,2020-05-26,10.571
Lithuania,LTU,2020-05-27,11.429
Lithuania,LTU,2020-05-28,12.714
Lithuania,LTU,2020-05-29,13.286
Lithuania,LTU,2020-05-30,13.143
Lithuania,LTU,2020-05-31,14.714
Lithuania,LTU,2020-06-01,15.429
Lithuania,LTU,2020-06-02,15.857
Lithuania,LTU,2020-06-03,16
Lithuania,LTU,2020-06-04,16.286
Lithuania,LTU,2020-06-05,16.571
Lithuania,LTU,2020-06-06,17.571
Lithuania,LTU,2020-06-07,18.714
Lithuania,LTU,2020-06-08,18.286
Lithuania,LTU,2020-06-09,18.571
Lithuania,LTU,2020-06-10,19.429
Lithuania,LTU,2020-06-11,20.286
Lithuania,LTU,2020-06-12,21
Lithuania,LTU,2020-06-13,20.571
Lithuania,LTU,2020-06-14,19
Lithuania,LTU,2020-06-15,20.143
Lithuania,LTU,2020-06-16,21.143
Lithuania,LTU,2020-06-17,22
Lithuania,LTU,2020-06-18,22.429
Lithuania,LTU,2020-06-19,22.714
Lithuania,LTU,2020-06-20,22.857
Lithuania,LTU,2020-06-21,24
Lithuania,LTU,2020-06-22,25.714
Lithuania,LTU,2020-06-23,29.429
Lithuania,LTU,2020-06-24,27.286
Lithuania,LTU,2020-06-25,27.286
Lithuania,LTU,2020-06-26,26.857
Lithuania,LTU,2020-06-27,26.143
Lithuania,LTU,2020-06-28,25.857
Lithuania,LTU,2020-06-29,25.286
Lithuania,LTU,2020-06-30,22
Lithuania,LTU,2020-07-01,23.714
Lithuania,LTU,2020-07-02,23.571
Lithuania,LTU,2020-07-03,23.714
Lithuania,LTU,2020-07-04,24.571
Lithuania,LTU,2020-07-05,24.286
Lithuania,LTU,2020-07-06,21.286
Lithuania,LTU,2020-07-07,21.429
Lithuania,LTU,2020-07-08,21.429
Lithuania,LTU,2020-07-09,21.286
Lithuania,LTU,2020-07-10,21.429
Lithuania,LTU,2020-07-11,21.429
Lithuania,LTU,2020-07-12,22.143
Lithuania,LTU,2020-07-13,25.286
Lithuania,LTU,2020-07-14,25.571
Lithuania,LTU,2020-07-15,26.571
Lithuania,LTU,2020-07-16,27.429
Lithuania,LTU,2020-07-17,27.714
Lithuania,LTU,2020-07-18,27.571
Lithuania,LTU,2020-07-19,27.714
Lithuania,LTU,2020-07-20,28.143
Lithuania,LTU,2020-07-21,28.143
Lithuania,LTU,2020-07-22,27.571
Lithuania,LTU,2020-07-23,27
Lithuania,LTU,2020-07-24,26.714
Lithuania,LTU,2020-07-25,26.857
Lithuania,LTU,2020-07-26,27
Lithuania,LTU,2020-07-27,26.714
Lithuania,LTU,2020-07-28,26.429
Lithuania,LTU,2020-07-29,26.714
Lithuania,LTU,2020-07-30,26.714
Lithuania,LTU,2020-07-31,26.571
Lithuania,LTU,2020-08-01,25.857
Lithuania,LTU,2020-08-02,25.143
Lithuania,LTU,2020-08-03,24.429
Lithuania,LTU,2020-08-04,23.714
Lithuania,LTU,2020-08-05,23.571
Lithuania,LTU,2020-08-06,23.714
Lithuania,LTU,2020-08-07,23.714
Lithuania,LTU,2020-08-08,23.857
Lithuania,LTU,2020-08-09,23.857
Lithuania,LTU,2020-08-10,24.714
Lithuania,LTU,2020-08-11,25.857
Lithuania,LTU,2020-08-12,26.143
Lithuania,LTU,2020-08-13,26.286
Lithuania,LTU,2020-08-14,26.714
Lithuania,LTU,2020-08-15,26.857
Lithuania,LTU,2020-08-16,27
Lithuania,LTU,2020-08-17,26.857
Lithuania,LTU,2020-08-18,26.429
Lithuania,LTU,2020-08-19,26
Lithuania,LTU,2020-08-20,25.286
Lithuania,LTU,2020-08-21,24.714
Lithuania,LTU,2020-08-22,24.571
Lithuania,LTU,2020-08-23,24.286
Lithuania,LTU,2020-08-24,23.714
Lithuania,LTU,2020-08-25,23.286
Lithuania,LTU,2020-08-26,23
Lithuania,LTU,2020-08-27,23.143
Lithuania,LTU,2020-08-28,22.857
Lithuania,LTU,2020-08-29,22.714
Lithuania,LTU,2020-08-30,22.429
Lithuania,LTU,2020-08-31,23.571
Lithuania,LTU,2020-09-01,24.286
Lithuania,LTU,2020-09-02,24.571
Lithuania,LTU,2020-09-03,24.429
Lithuania,LTU,2020-09-04,24.429
Lithuania,LTU,2020-09-05,24.286
Lithuania,LTU,2020-09-06,24.286
Lithuania,LTU,2020-09-07,22.714
Lithuania,LTU,2020-09-08,21.429
Lithuania,LTU,2020-09-09,20.571
Lithuania,LTU,2020-09-10,20.714
Lithuania,LTU,2020-09-11,21
Lithuania,LTU,2020-09-12,21.286
Lithuania,LTU,2020-09-13,21.429
Lithuania,LTU,2020-09-14,21.429
Lithuania,LTU,2020-09-15,22
Lithuania,LTU,2020-09-16,22.429
Lithuania,LTU,2020-09-17,21.857
Lithuania,LTU,2020-09-18,21.429
Lithuania,LTU,2020-09-19,21.429
Lithuania,LTU,2020-09-20,21.571
Lithuania,LTU,2020-09-21,21.571
Lithuania,LTU,2020-09-22,21.286
Lithuania,LTU,2020-09-23,21
Lithuania,LTU,2020-09-24,20.857
Lithuania,LTU,2020-09-25,20.857
Lithuania,LTU,2020-09-26,20.857
Lithuania,LTU,2020-09-27,20.286
Lithuania,LTU,2020-09-28,19.857
Lithuania,LTU,2020-09-29,19.714
Lithuania,LTU,2020-09-30,19.857
Lithuania,LTU,2020-10-01,20
Lithuania,LTU,2020-10-02,19.857
Lithuania,LTU,2020-10-03,19.571
Lithuania,LTU,2020-10-04,20.143
Lithuania,LTU,2020-10-05,19.857
Lithuania,LTU,2020-10-06,19.571
Lithuania,LTU,2020-10-07,19.143
Lithuania,LTU,2020-10-08,19
Lithuania,LTU,2020-10-09,19.286
Lithuania,LTU,2020-10-10,19.857
Lithuania,LTU,2020-10-11,20.286
Lithuania,LTU,2020-10-12,20.143
Lithuania,LTU,2020-10-13,20.286
Lithuania,LTU,2020-10-14,20.143
Lithuania,LTU,2020-10-15,21
Lithuania,LTU,2020-10-16,21.286
Lithuania,LTU,2020-10-17,21.429
Lithuania,LTU,2020-10-18,20.286
Lithuania,LTU,2020-10-19,20.429
Lithuania,LTU,2020-10-20,20.429
Lithuania,LTU,2020-10-21,20.857
Lithuania,LTU,2020-10-22,20.286
Lithuania,LTU,2020-10-23,20
Lithuania,LTU,2020-10-24,19.857
Lithuania,LTU,2020-10-25,21.429
Lithuania,LTU,2020-10-26,20.857
Lithuania,LTU,2020-10-27,20.429
Lithuania,LTU,2020-10-28,19.571
Lithuania,LTU,2020-10-29,18.571
Lithuania,LTU,2020-10-30,17.571
Lithuania,LTU,2020-10-31,17.429
Lithuania,LTU,2020-11-01,15.714
Lithuania,LTU,2020-11-02,13.143
Lithuania,LTU,2020-11-03,11.286
Lithuania,LTU,2020-11-04,10.143
Lithuania,LTU,2020-11-05,9.286
Lithuania,LTU,2020-11-06,9
Lithuania,LTU,2020-11-07,7.143
Lithuania,LTU,2020-11-08,5.143
Lithuania,LTU,2020-11-09,6.429
Lithuania,LTU,2020-11-10,7.571
Lithuania,LTU,2020-11-11,8.143
Lithuania,LTU,2020-11-12,8.714
Lithuania,LTU,2020-11-13,8.571
Lithuania,LTU,2020-11-14,9.571
Lithuania,LTU,2020-11-15,10.143
Lithuania,LTU,2020-11-16,10.429
Lithuania,LTU,2020-11-17,9.857
Lithuania,LTU,2020-11-18,9.286
Lithuania,LTU,2020-11-19,8.571
Lithuania,LTU,2020-11-20,8.857
Lithuania,LTU,2020-11-21,8.714
Lithuania,LTU,2020-11-22,7.714
Lithuania,LTU,2020-11-23,7.429
Lithuania,LTU,2020-11-24,7.286
Luxembourg,LUX,2020-02-17,-1.667
Luxembourg,LUX,2020-02-18,-2.5
Luxembourg,LUX,2020-02-19,-3.2
Luxembourg,LUX,2020-02-20,-4
Luxembourg,LUX,2020-02-21,-3.714
Luxembourg,LUX,2020-02-22,-3.714
Luxembourg,LUX,2020-02-23,-3.429
Luxembourg,LUX,2020-02-24,-2.429
Luxembourg,LUX,2020-02-25,-0.714
Luxembourg,LUX,2020-02-26,1
Luxembourg,LUX,2020-02-27,0.714
Luxembourg,LUX,2020-02-28,3
Luxembourg,LUX,2020-02-29,4.286
Luxembourg,LUX,2020-03-01,6.571
Luxembourg,LUX,2020-03-02,7
Luxembourg,LUX,2020-03-03,7.143
Luxembourg,LUX,2020-03-04,7.143
Luxembourg,LUX,2020-03-05,8.571
Luxembourg,LUX,2020-03-06,7.571
Luxembourg,LUX,2020-03-07,7.429
Luxembourg,LUX,2020-03-08,6.429
Luxembourg,LUX,2020-03-09,6.286
Luxembourg,LUX,2020-03-10,6
Luxembourg,LUX,2020-03-11,6.571
Luxembourg,LUX,2020-03-12,9.857
Luxembourg,LUX,2020-03-13,16.143
Luxembourg,LUX,2020-03-14,16
Luxembourg,LUX,2020-03-15,14.429
Luxembourg,LUX,2020-03-16,16
Luxembourg,LUX,2020-03-17,15.571
Luxembourg,LUX,2020-03-18,12.143
Luxembourg,LUX,2020-03-19,4.714
Luxembourg,LUX,2020-03-20,-6.714
Luxembourg,LUX,2020-03-21,-14.571
Luxembourg,LUX,2020-03-22,-23.286
Luxembourg,LUX,2020-03-23,-30.714
Luxembourg,LUX,2020-03-24,-36.571
Luxembourg,LUX,2020-03-25,-40
Luxembourg,LUX,2020-03-26,-41.286
Luxembourg,LUX,2020-03-27,-41.714
Luxembourg,LUX,2020-03-28,-41
Luxembourg,LUX,2020-03-29,-42.143
Luxembourg,LUX,2020-03-30,-42.286
Luxembourg,LUX,2020-03-31,-42.286
Luxembourg,LUX,2020-04-01,-42
Luxembourg,LUX,2020-04-02,-42
Luxembourg,LUX,2020-04-03,-42
Luxembourg,LUX,2020-04-04,-41.571
Luxembourg,LUX,2020-04-05,-42.714
Luxembourg,LUX,2020-04-06,-42.143
Luxembourg,LUX,2020-04-07,-41.429
Luxembourg,LUX,2020-04-08,-40.714
Luxembourg,LUX,2020-04-09,-39.143
Luxembourg,LUX,2020-04-10,-37.714
Luxembourg,LUX,2020-04-11,-36.429
Luxembourg,LUX,2020-04-12,-37
Luxembourg,LUX,2020-04-13,-45.857
Luxembourg,LUX,2020-04-14,-44.571
Luxembourg,LUX,2020-04-15,-44.429
Luxembourg,LUX,2020-04-16,-44.286
Luxembourg,LUX,2020-04-17,-44
Luxembourg,LUX,2020-04-18,-45.143
Luxembourg,LUX,2020-04-19,-45
Luxembourg,LUX,2020-04-20,-37.571
Luxembourg,LUX,2020-04-21,-39.714
Luxembourg,LUX,2020-04-22,-41
Luxembourg,LUX,2020-04-23,-42.714
Luxembourg,LUX,2020-04-24,-44.429
Luxembourg,LUX,2020-04-25,-43.429
Luxembourg,LUX,2020-04-26,-42.571
Luxembourg,LUX,2020-04-27,-41.571
Luxembourg,LUX,2020-04-28,-41
Luxembourg,LUX,2020-04-29,-39.857
Luxembourg,LUX,2020-04-30,-37.286
Luxembourg,LUX,2020-05-01,-46.143
Luxembourg,LUX,2020-05-02,-44.857
Luxembourg,LUX,2020-05-03,-44.571
Luxembourg,LUX,2020-05-04,-43.857
Luxembourg,LUX,2020-05-05,-43.143
Luxembourg,LUX,2020-05-06,-43.143
Luxembourg,LUX,2020-05-07,-44.429
Luxembourg,LUX,2020-05-08,-33.286
Luxembourg,LUX,2020-05-09,-42.143
Luxembourg,LUX,2020-05-10,-37.286
Luxembourg,LUX,2020-05-11,-35.571
Luxembourg,LUX,2020-05-12,-34
Luxembourg,LUX,2020-05-13,-32.571
Luxembourg,LUX,2020-05-14,-31.571
Luxembourg,LUX,2020-05-15,-31.714
Luxembourg,LUX,2020-05-16,-22.286
Luxembourg,LUX,2020-05-17,-21.429
Luxembourg,LUX,2020-05-18,-21.714
Luxembourg,LUX,2020-05-19,-20.571
Luxembourg,LUX,2020-05-20,-16.714
Luxembourg,LUX,2020-05-21,-25
Luxembourg,LUX,2020-05-22,-23.143
Luxembourg,LUX,2020-05-23,-22.857
Luxembourg,LUX,2020-05-24,-23
Luxembourg,LUX,2020-05-25,-22.571
Luxembourg,LUX,2020-05-26,-23.143
Luxembourg,LUX,2020-05-27,-25.857
Luxembourg,LUX,2020-05-28,-16
Luxembourg,LUX,2020-05-29,-16.143
Luxembourg,LUX,2020-05-30,-14.571
Luxembourg,LUX,2020-05-31,-10.857
Luxembourg,LUX,2020-06-01,-19.286
Luxembourg,LUX,2020-06-02,-17.143
Luxembourg,LUX,2020-06-03,-16.429
Luxembourg,LUX,2020-06-04,-16.286
Luxembourg,LUX,2020-06-05,-17.286
Luxembourg,LUX,2020-06-06,-18
Luxembourg,LUX,2020-06-07,-19.857
Luxembourg,LUX,2020-06-08,-11.286
Luxembourg,LUX,2020-06-09,-13.143
Luxembourg,LUX,2020-06-10,-13.571
Luxembourg,LUX,2020-06-11,-12.714
Luxembourg,LUX,2020-06-12,-12
Luxembourg,LUX,2020-06-13,-11.286
Luxembourg,LUX,2020-06-14,-9.857
Luxembourg,LUX,2020-06-15,-9.143
Luxembourg,LUX,2020-06-16,-8.429
Luxembourg,LUX,2020-06-17,-8.286
Luxembourg,LUX,2020-06-18,-8.857
Luxembourg,LUX,2020-06-19,-8.571
Luxembourg,LUX,2020-06-20,-8.714
Luxembourg,LUX,2020-06-21,-8.429
Luxembourg,LUX,2020-06-22,-6.714
Luxembourg,LUX,2020-06-23,-16.857
Luxembourg,LUX,2020-06-24,-15.429
Luxembourg,LUX,2020-06-25,-15
Luxembourg,LUX,2020-06-26,-15.143
Luxembourg,LUX,2020-06-27,-14.286
Luxembourg,LUX,2020-06-28,-11.143
Luxembourg,LUX,2020-06-29,-12.143
Luxembourg,LUX,2020-06-30,-1.429
Luxembourg,LUX,2020-07-01,-1.857
Luxembourg,LUX,2020-07-02,-1.714
Luxembourg,LUX,2020-07-03,-1.286
Luxembourg,LUX,2020-07-04,-1.857
Luxembourg,LUX,2020-07-05,-4.571
Luxembourg,LUX,2020-07-06,-4.286
Luxembourg,LUX,2020-07-07,-4
Luxembourg,LUX,2020-07-08,-3.857
Luxembourg,LUX,2020-07-09,-3.857
Luxembourg,LUX,2020-07-10,-3.571
Luxembourg,LUX,2020-07-11,-3.571
Luxembourg,LUX,2020-07-12,-3
Luxembourg,LUX,2020-07-13,-2.429
Luxembourg,LUX,2020-07-14,-1.429
Luxembourg,LUX,2020-07-15,-1.571
Luxembourg,LUX,2020-07-16,-1.571
Luxembourg,LUX,2020-07-17,-2.286
Luxembourg,LUX,2020-07-18,-2.857
Luxembourg,LUX,2020-07-19,-3.571
Luxembourg,LUX,2020-07-20,-4.143
Luxembourg,LUX,2020-07-21,-5.429
Luxembourg,LUX,2020-07-22,-5.857
Luxembourg,LUX,2020-07-23,-6.286
Luxembourg,LUX,2020-07-24,-6.143
Luxembourg,LUX,2020-07-25,-6
Luxembourg,LUX,2020-07-26,-6.429
Luxembourg,LUX,2020-07-27,-6.429
Luxembourg,LUX,2020-07-28,-6.571
Luxembourg,LUX,2020-07-29,-6.143
Luxembourg,LUX,2020-07-30,-5.714
Luxembourg,LUX,2020-07-31,-6.143
Luxembourg,LUX,2020-08-01,-7
Luxembourg,LUX,2020-08-02,-7.571
Luxembourg,LUX,2020-08-03,-8
Luxembourg,LUX,2020-08-04,-8.714
Luxembourg,LUX,2020-08-05,-9.714
Luxembourg,LUX,2020-08-06,-10.857
Luxembourg,LUX,2020-08-07,-11.571
Luxembourg,LUX,2020-08-08,-12.429
Luxembourg,LUX,2020-08-09,-12.857
Luxembourg,LUX,2020-08-10,-13.429
Luxembourg,LUX,2020-08-11,-13.857
Luxembourg,LUX,2020-08-12,-14.286
Luxembourg,LUX,2020-08-13,-14.571
Luxembourg,LUX,2020-08-14,-13.286
Luxembourg,LUX,2020-08-15,-21.143
Luxembourg,LUX,2020-08-16,-18.714
Luxembourg,LUX,2020-08-17,-18.143
Luxembourg,LUX,2020-08-18,-18.286
Luxembourg,LUX,2020-08-19,-18.429
Luxembourg,LUX,2020-08-20,-19.143
Luxembourg,LUX,2020-08-21,-20.857
Luxembourg,LUX,2020-08-22,-13.143
Luxembourg,LUX,2020-08-23,-15.429
Luxembourg,LUX,2020-08-24,-16.286
Luxembourg,LUX,2020-08-25,-16
Luxembourg,LUX,2020-08-26,-16
Luxembourg,LUX,2020-08-27,-15.143
Luxembourg,LUX,2020-08-28,-14.714
Luxembourg,LUX,2020-08-29,-14
Luxembourg,LUX,2020-08-30,-13.667
Luxembourg,LUX,2020-08-31,-13.167
Luxembourg,LUX,2020-09-01,-13.333
Luxembourg,LUX,2020-09-02,-13.333
Luxembourg,LUX,2020-09-03,-13.5
Luxembourg,LUX,2020-09-04,-13.833
Luxembourg,LUX,2020-09-05,-13.5
Luxembourg,LUX,2020-09-06,-13.5
Luxembourg,LUX,2020-09-07,-13.667
Luxembourg,LUX,2020-09-08,-13.167
Luxembourg,LUX,2020-09-09,-13
Luxembourg,LUX,2020-09-10,-12.667
Luxembourg,LUX,2020-09-11,-11.667
Luxembourg,LUX,2020-09-12,-11
Luxembourg,LUX,2020-09-13,-9.714
Luxembourg,LUX,2020-09-14,-9
Luxembourg,LUX,2020-09-15,-8.286
Luxembourg,LUX,2020-09-16,-7.857
Luxembourg,LUX,2020-09-17,-7.286
Luxembourg,LUX,2020-09-18,-7.286
Luxembourg,LUX,2020-09-19,-7
Luxembourg,LUX,2020-09-20,-6.857
Luxembourg,LUX,2020-09-21,-7.286
Luxembourg,LUX,2020-09-22,-7.571
Luxembourg,LUX,2020-09-23,-7.571
Luxembourg,LUX,2020-09-24,-7.857
Luxembourg,LUX,2020-09-25,-7.714
Luxembourg,LUX,2020-09-26,-7.143
Luxembourg,LUX,2020-09-27,-8.857
Luxembourg,LUX,2020-09-28,-9
Luxembourg,LUX,2020-09-29,-8.714
Luxembourg,LUX,2020-09-30,-8.286
Luxembourg,LUX,2020-10-01,-8
Luxembourg,LUX,2020-10-02,-7.857
Luxembourg,LUX,2020-10-03,-6.429
Luxembourg,LUX,2020-10-04,-6
Luxembourg,LUX,2020-10-05,-6.429
Luxembourg,LUX,2020-10-06,-7.143
Luxembourg,LUX,2020-10-07,-7.714
Luxembourg,LUX,2020-10-08,-8
Luxembourg,LUX,2020-10-09,-8.286
Luxembourg,LUX,2020-10-10,-10
Luxembourg,LUX,2020-10-11,-10.143
Luxembourg,LUX,2020-10-12,-9.857
Luxembourg,LUX,2020-10-13,-9.571
Luxembourg,LUX,2020-10-14,-9.714
Luxembourg,LUX,2020-10-15,-9.857
Luxembourg,LUX,2020-10-16,-9.571
Luxembourg,LUX,2020-10-17,-9.857
Luxembourg,LUX,2020-10-18,-10.143
Luxembourg,LUX,2020-10-19,-10.286
Luxembourg,LUX,2020-10-20,-10.714
Luxembourg,LUX,2020-10-21,-10.571
Luxembourg,LUX,2020-10-22,-10.286
Luxembourg,LUX,2020-10-23,-10
Luxembourg,LUX,2020-10-24,-9.571
Luxembourg,LUX,2020-10-25,-5.857
Luxembourg,LUX,2020-10-26,-5.714
Luxembourg,LUX,2020-10-27,-5.429
Luxembourg,LUX,2020-10-28,-5.143
Luxembourg,LUX,2020-10-29,-4.429
Luxembourg,LUX,2020-10-30,-4.429
Luxembourg,LUX,2020-10-31,-4.857
Luxembourg,LUX,2020-11-01,-14.714
Luxembourg,LUX,2020-11-02,-14.429
Luxembourg,LUX,2020-11-03,-14.571
Luxembourg,LUX,2020-11-04,-15
Luxembourg,LUX,2020-11-05,-16.143
Luxembourg,LUX,2020-11-06,-16.857
Luxembourg,LUX,2020-11-07,-16.857
Luxembourg,LUX,2020-11-08,-11
Luxembourg,LUX,2020-11-09,-11.571
Luxembourg,LUX,2020-11-10,-11.143
Luxembourg,LUX,2020-11-11,-10.286
Luxembourg,LUX,2020-11-12,-9.714
Luxembourg,LUX,2020-11-13,-8.857
Luxembourg,LUX,2020-11-14,-8
Luxembourg,LUX,2020-11-15,-7.143
Luxembourg,LUX,2020-11-16,-7
Luxembourg,LUX,2020-11-17,-7.143
Luxembourg,LUX,2020-11-18,-7.857
Luxembourg,LUX,2020-11-19,-8
Luxembourg,LUX,2020-11-20,-7.857
Luxembourg,LUX,2020-11-21,-7.429
Luxembourg,LUX,2020-11-22,-7.143
Luxembourg,LUX,2020-11-23,-7.143
Luxembourg,LUX,2020-11-24,-7.143
Macedonia,MKD,2020-02-17,8
Macedonia,MKD,2020-02-18,8
Macedonia,MKD,2020-02-19,7.6
Macedonia,MKD,2020-02-20,6.333
Macedonia,MKD,2020-02-21,6.286
Macedonia,MKD,2020-02-22,5.571
Macedonia,MKD,2020-02-23,5
Macedonia,MKD,2020-02-24,4.571
Macedonia,MKD,2020-02-25,4.429
Macedonia,MKD,2020-02-26,4.857
Macedonia,MKD,2020-02-27,5.286
Macedonia,MKD,2020-02-28,4.143
Macedonia,MKD,2020-02-29,5.143
Macedonia,MKD,2020-03-01,6.143
Macedonia,MKD,2020-03-02,6.857
Macedonia,MKD,2020-03-03,7
Macedonia,MKD,2020-03-04,6.286
Macedonia,MKD,2020-03-05,7.571
Macedonia,MKD,2020-03-06,9
Macedonia,MKD,2020-03-07,8.571
Macedonia,MKD,2020-03-08,9.857
Macedonia,MKD,2020-03-09,8.857
Macedonia,MKD,2020-03-10,9.714
